Neurobiologist ^np+nom++??+=Neurobiologist.
him ^pp3o+pp3+++=him
emphysema ^nn+++??+=emphysema.
. ^zz++++=EXTRAWORD
The ^ati++++=The
least ^ql++++=least
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+aux++=do
is ^vbz+bez+aux++=is
let ^vpsv++agls+xvbnx+=let
him ^pp3o+pp3+++=him
hang ^vb++++=hang
out ^rp+pl+++=out
and ^cc++++=and
watch ^nn++++=watch
cable ^nn++++=cable.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
The ^ati++++=The
real ^jj+atrb+++=real
danger ^nn++++=danger
is ^vbz+bez+aux++=is
him ^pp3o+pp3+++=him
biting ^vbg+++xvbg+=biting
my ^pp$+pp1+++=my
face ^nn++++=face
off ^in+pl+++=off
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
m ^zz++++=m
sleeping ^vwbg+++xvbg+=sleeping.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
s ^zz++++=s
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
an ^at++++=an
ass ^nn++++=ass.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
rattling ^jj++++=rattling
around ^rp++++=around
that ^dt+dem+++=that
big ^jj+atrb+++=big
bulbous ^jj+atrb+++=bulbous
brain ^nn++++=brain
of ^in++++=of
yours ^pp$$++++=yours?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
want ^vb++++=want
me ^pp1o+pp1+++=me
to ^to++++=to
kill ^vbi++++=kill
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Done ^xvbn+++xvbn+=Done.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trained ^vbd+++xvbnx+=trained
Ricky ^np+++??+=Ricky
how ^wrb+who+++=how
to ^in++++=to
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
train ^vb++++=train
him ^pp3o+pp3+++=him
to ^to++++=to
shoot ^vbi++++=shoot
a ^at++++=a
poison ^nn++++=poison
dart ^nn++++=dart.
. ^zz++++=EXTRAWORD
No ^at++++=No
jury ^nn++++=jury
would ^md+prd+++=would
convict ^vb+++??+=convict
us ^pp1o+pp1+++=us
because ^cs+cos+++=because
people ^nns++++=people
love ^nn++++=love
monkeys ^nns++++=monkeys.
. ^zz++++=EXTRAWORD
Excuse ^nn++++=Excuse
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
considered ^vbd+vprv++xvbn+=considered
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
intelligence ^nn+nom+++=intelligence
might ^md+pos+++=might
be ^vb+be+vrb++=be
the ^ati++++=the
very ^ap+amp+++=very
thing ^nn++++=thing
causing ^vwbg+++xvbg+=causing
your ^pp$+pp2+++=your
dilemma ^nn++++=dilemma?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
Ricky ^np+++??+=Ricky
over ^in++++=over
here ^rn+pl+++=here
would ^md+prd+++=would
do ^vb+do+vrb++=do
if ^cs+cnd+++=if
an ^at++++=an
interloper ^jjr++++=interloper
encroached ^jj+++xvbn+=encroached
on ^in++++=on
his ^pp$+pp3+++=his
territory ^nn++++=territory?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
being ^xvbg+++xvbg+=being
too ^ql++++=too
literal ^jj++++=literal.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
point ^nn++++=point
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
meekly ^rb++++=meekly
surrender ^nn+nom+++=surrender
to ^in++++=to
the ^ati++++=the
rules ^nns++++=rules,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
neither ^dt++neg++=neither
should ^md+nec+++=should
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
dirty ^jj++++=dirty.
. ^zz++++=EXTRAWORD
Dirty ^jj++++=Dirty,
, ^zz++++=EXTRAWORD
dirty ^jj++++=dirty,
, ^zz++++=EXTRAWORD
dirty ^jj++++=dirty.
. ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
brings ^vbz++++=brings
me ^pp1o+pp1+++=me
to ^in++++=to
our ^pp$+pp1+++=our
next ^ap++++=next
order ^to++++=order
of ^in++++=of
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
you ^pp2+pp2+++=you
don ^npt++++=don
t ^zz++++=t
take ^vb++++=take
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
m ^zz++++=m
about ^md"++pmd"++=about
to ^md+prd+++=to
do ^vb++++=do
as ^in++++=as
a ^at++++=a
comment ^nn+nom+++=comment
on ^in++++=on
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
just ^rb+emph+++=just
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
most ^ql+emph+++=most
assuredly ^rb++++=assuredly
is ^vbz+bez+vrb++=is
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
also ^rb++++=also
found ^vbd+vprv++xvbn+=found
a ^at++++=a
Korean ^jj+atrb+++=Korean
man ^nn++++=man
s ^zz++++=s
business ^nns+nom+++=business
card ^nn++++=card
tucked ^vbd+++xvbn+=tucked
into ^in++++=into
my ^pp$+pp1+++=my
cleavage ^nn+nom+++=cleavage.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
happened ^vbd+++xvbn+=happened
last ^rb++++=last
night ^nn++++=night?
? ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon?
? ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
really ^rb+emph+++=really
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
we ^pp1a+pp1+++=we
go ^vb++++=go
from ^in++++=from
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Terrific ^jj++++=Terrific.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
out ^rp+pl+++=out
of ^in++++=of
menthols ^nns+++??+=menthols!
! ^zz++++=EXTRAWORD
Get ^vb++++=Get
off ^rb+phrv+++=off
my ^pp$+pp1+++=my
back ^jjb++++=back!
! ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
easy ^jj++++=easy
living ^jj+++xvbg+=living
with ^in++++=with
a ^at++++=a
temperamental ^jj+atrb+++=temperamental
little ^jj+atrb+++=little
primate ^nn+nom+++=primate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
great ^jj+atrb+++=great
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
you ^pp2+pp2+++=you
and ^cc++++=and
Bernadette ^np+nom++??+=Bernadette,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
trips ^nns++++=trips
to ^in++++=to
the ^ati++++=the
bathroom ^nn++++=bathroom
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
entirely ^rb+amp+splt++=entirely
focused ^vbd+++xvbn+=focused
on ^in++++=on
elimination ^nn+nom+++=elimination.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
a ^at++++=a
delightful ^jj+atrb+++=delightful
social ^jj+atrb+++=social
aspect ^nn++++=aspect.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
strangers ^nns+nom+++=strangers
and ^cc++++=and
seemed ^vbd+seem++xvbn+=seemed
off ^rp+pl+++=off-put
- ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
engaged ^vbd+++xvbnx+=engaged
in ^in++++=in
friendly ^jj+atrb+++=friendly
stall ^nn++++=stall-to-stall
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
stall ^nn++++=EXTRAWORD
chit ^nn++++=chit-chat.
- ^zz++++=EXTRAWORD
chat ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
okay ^rb+dspt+++=okay
in ^in++++=in
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
bestie ^nn+++??+=bestie?
? ^zz++++=EXTRAWORD
The ^ati++++=The
reason ^nn++++=reason
I ^pp1a+pp1+++=I
ask ^vb++++=ask
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
many ^ap++++=many
people ^nn++++=people
experience ^nn+nom+++=experience
bladder ^nn++++=bladder
shyness ^nns+nom+++=shyness,
, ^zz++++=EXTRAWORD
the ^ati++++=the
inability ^nn+nom+++=inability
to ^to+ncmp+++=to
pass ^vbi++++=pass
urine ^nn++++=urine
She ^pp3a+pp3+++=She
always ^rb++++=always
this ^dt+dem+++=this
crabby ^nn+++??+=crabby
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
urinates ^nns+nom+++=urinates?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
be ^vb+be+vrb++=be
right ^jj+pred+++=right
by ^in++++=by
your ^pp$+pp2+++=your
side ^nn++++=side.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
a ^at++++=a
strategic ^jj+atrb+++=strategic
manoeuvre ^nn++++=manoeuvre.
. ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard
s ^zz++++=s
new ^jj+atrb+++=new
girlfriend ^nn+++??+=girlfriend
is ^vbz+bez+aux++=is
testing ^vbg+++xvbgx+=testing
Bernadette ^np+nom++??+=Bernadette
s ^zz++++=s
loyalty ^nn++++=loyalty
to ^in++++=to
you ^pp2+pp2+++=you
and ^cc++++=and
the ^ati++++=the
group ^nn++++=group.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
bitch ^nn++++=bitch
is ^vbz+bez+vrb++=is
crafty ^jj+pred+++=crafty.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
does ^vbz+doz+aux++=does
the ^ati++++=the
cheetah ^nn+++??+=cheetah
attack ^vb++++=attack
a ^at++++=a
herd ^nn++++=herd
of ^in++++=of
wildebeests ^vbz+++??+=wildebeests?
? ^zz++++=EXTRAWORD
By ^in++++=By
going ^nn++++=going
after ^in++++=after
its ^pp$+it+++=its
weakest ^jjt+atrb+++=weakest
member ^nn++++=member.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
trusting ^vbg+++xvbg+=trusting
nature ^nn++++=nature
coupled ^vbd+++xvbn+=coupled
with ^in++++=with
your ^pp$+pp2+++=your
teeny ^nn+++??+=teeny-tiny
- ^zz++++=EXTRAWORD
tiny ^jj+atrb+++=EXTRAWORD
body ^nn++++=body.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wouldn ^nn+++??+=wouldn
t ^zz++++=t
last ^rb++++=last
a ^at++++=a
minute ^nn++++=minute
on ^in++++=on
the ^ati++++=the
Serengeti ^np+++??+=Serengeti.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^md"++pmd"++=have
to ^md+nec+++=to
go ^vb++++=go.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
with ^in++++=with
hair ^nn++++=hair
that ^tht+rel+obj++=that
smells ^nns++++=smells
like ^in++++=like
strawberries ^nns++++=strawberries.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
re ^in++++=re
going ^md"++pmd"++=going
to ^md+prd+++=to
use ^vb++++=use
that ^cs+sub+++=that
to ^in++++=to
our ^pp$+pp1+++=our
advantage ^nn+nom+++=advantage.
. ^zz++++=EXTRAWORD
By ^in++++=By
accepting ^xvbg+++xvbg+=accepting
the ^ati++++=the
invitation ^nn+nom+++=invitation,
, ^zz++++=EXTRAWORD
Bernadette ^np+nom++??+=Bernadette
becomes ^vbz++++=becomes
a ^at++++=a
double ^jj+atrb+++=double
agent ^nn++++=agent
inside ^in+pl+++=inside
the ^ati++++=the
enemy ^nn++++=enemy
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
ferret ^vb+++??+=ferret
out ^rp+pl+++=out
Priya ^np+++??+=Priya
s ^zz++++=s
tactics ^nns++++=tactics,
, ^zz++++=EXTRAWORD
identify ^vb++++=identify
her ^pp$+pp3+++=her
weaknesses ^nns+nom+++=weaknesses
and ^cc++++=and
feed ^nn++++=feed
her ^pp3o+pp3+++=her
false ^jj+atrb+++=false
information ^nn+nom+++=information,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as,
, ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard
s ^zz++++=s
no ^at++++=no
stranger ^jjr++++=stranger
to ^to++++=to
back ^rp++++=back-alley
- ^zz++++=EXTRAWORD
alley ^npl++++=EXTRAWORD
cockfights ^nns+++??+=cockfights.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
worry ^vb+vprv+++=worry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
teach ^vb+vsua+tht0++=teach
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
two ^cd++++=two
years ^nns++++=years
of ^in++++=of
Cub ^np+++??+=Cub
Scouts ^np+++??+=Scouts
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
out ^rp+pl+++=out
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
about ^in++++=about
concealing ^xvbg+++xvbg+=concealing
a ^at++++=a
recording ^jj+atrb++xvbg+=recording
device ^nn++++=device
in ^in++++=in
the ^ati++++=the
cleavage ^nn+nom+++=cleavage
of ^in++++=of
your ^pp$+pp2+++=your
ample ^jj+atrb+++=ample
bosom ^nn++++=bosom?
? ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Strawberries ^nns++++=Strawberries.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
one ^pn++++=one
for ^in++++=for
the ^ati++++=the
team ^nn++++=team.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
metatarsal ^nn+nom+++=metatarsal
are ^vb+ber+aux++=are
barking ^vbg+++xvbgx+=barking.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
yeah ^uh++++=yeah.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
just ^rb+emph+++=just
breaking ^nvbg+++xvbg+=breaking
in ^in++++=in
some ^dti++++=some
new ^jj+atrb+++=new
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
women ^nns++++=women
wear ^vb++++=wear
high ^jj+atrb+++=high
heels ^nns++++=heels
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
buttocks ^nns+++??+=buttocks
and ^cc++++=and
breasts ^nns++++=breasts
more ^rbr++++=more
prominent ^jj++++=prominent?
? ^zz++++=EXTRAWORD
Look ^vb++++=Look.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please,
, ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
leer ^nn++++=leer,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
girlfriend ^nn+++??+=girlfriend.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
off ^rp+pl+++=off
to ^in++++=to
dinner ^nn++++=dinner
with ^in++++=with
Priya ^np+++??+=Priya,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard
and ^cc++++=and
Bernadette ^np+nom++??+=Bernadette?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
mall ^np++++=mall,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
shopping ^vbg+++xvbgx+=shopping
with ^in++++=with
my ^pp$+pp1+++=my
girlfriends ^nns+++??+=girlfriends,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
my ^pp$+pp1+++=my
life ^nn++++=life
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Have
a ^at++++=a
good ^jj+atrb+++=good
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Try ^vb++++=Try
not ^xnot++not++=not
to ^in++++=to
ogle ^nn+++??+=ogle
my ^pp$+pp1+++=my
caboose ^nn+++??+=caboose
as ^ql++++=as
I ^pp1a+pp1+++=I
walk ^nn++++=walk
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
this ^dt+dem+++=this
a ^at++++=a
way ^nn++++=way
to ^to++++=to
break ^vbi++++=break
in ^rb+phrv+++=in
new ^jj+atrb+++=new
shoes ^nns++++=shoes?
? ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
news ^nn++++=news
Bernadette ^np+nom++??+=Bernadette
is ^vbz+bez+vrb++=is
with ^in++++=with
Priya ^np+++??+=Priya
and ^cc++++=and
Leonard ^np++++=Leonard.
. ^zz++++=EXTRAWORD
Message ^nn+nom+++=Message
received ^vbd+++xvbn+=received.
. ^zz++++=EXTRAWORD
Commence ^nn+nom+++=Commence
operation ^nn+nom+++=operation
Priya ^np+++??+=Priya
Wouldn ^np+++??+=Wouldn
t ^zz++++=t
Want ^vb++++0=Wanna
to ^to+vcmp+++=EXTRAWORD
Be ^vbi++vrb++=Be-ya.
- ^zz++++=EXTRAWORD
ya ^pp2+pp2+++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish.
. ^zz++++=EXTRAWORD
A ^at++++=A
clique ^nn++++=clique
requires ^vbz++++=requires
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
have ^vb+hv+vrb++=have
any ^dti++++=any.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
take ^vb++++=take
my ^pp$+pp1+++=my
lunch ^vb++++=lunch
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
maintenance ^nn+nom+++=maintenance
room ^nn++++=room
and ^cc++++=and
eat ^vb++++=eat
with ^in++++=with
the ^ati++++=the
janitor ^nn++++=janitor.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nice ^jj+pred+++=nice
until ^cs+sub+++=until
his ^pp$+pp3+++=his
wife ^nn++++=wife
called ^vbd+++xvbn+=called
me ^pp1o+pp1+++=me
a ^at++++=a
puta ^nn+++??+=puta
and ^cc++++=and
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
stop ^vb++++=stop.
. ^zz++++=EXTRAWORD
Hang ^nn++++=Hang
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
the ^ati++++=the
wildebeest ^nn++++=wildebeest.
. ^zz++++=EXTRAWORD
Priya ^np+++??+=Priya
just ^rb+emph+++=just
made ^vbd+++xvbn+=made
a ^at++++=a
snide ^nn+++??+=snide
comment ^nn+nom+++=comment
about ^in++++=about
your ^pp$+pp2+++=your
acting ^nvbg+++xvbg+=acting
career ^nn++++=career.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thinks ^vbz+vprv+tht0++=thinks
it ^pp3+it+++=it
s ^zz++++=s
cool ^vb++++=cool
you ^pp2+pp2+++=you
re ^in++++=re
following ^xvbg+++xvbg+=following
your ^pp$+pp2+++=your
dream ^nn++++=dream,
, ^zz++++=EXTRAWORD
no ^at++++=no
matter ^nn++++=matter
what ^wdt+who+++=what.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
handle ^vbi++++=handle
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Got ^j+++xvbn+=Got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+aux++=Is
it ^pp3+it+++=it
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
in ^in++++=in
3 ^zz++++=3-D?
- ^zz++++=EXTRAWORD
d ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
say ^vb+vpub+++=say
3 ^zz++++=3-D.
- ^zz++++=EXTRAWORD
d ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
ll ^nn+++??+=ll
let ^vbd+++xvbn+=let
her ^pp$+pp3+++=her
know ^vb+vprv+tht0++=know
the ^ati++++=the
studio ^nn++++=studio
has ^vbz+hvz+vrb++=has
faith ^nn++++=faith
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good
golly ^uh++++=golly,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
whimsy ^nn++++=whimsy
is ^vbz+bez+vrb++=is
boundless ^jj+pred+++=boundless.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
wildebeest ^jjt++++=wildebeest?
? ^zz++++=EXTRAWORD
Calm ^nn++++=Calm
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
s ^zz++++=s
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
okay ^rb+dspt+++=okay.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
may ^md+pos+++=may
have ^md"++pmd"++=have
to ^md+nec+++=to
kill ^vb++++=kill
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Bernadette ^np+nom++??+=Bernadette,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
putting ^vwbg+++xvbg+=putting
you ^pp2+pp2+++=you
on ^in++++=on
speakerphone ^nn+++??+=speakerphone.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
another ^dt++++=another
one ^pn++++=one
of ^in++++=of
our ^pp$+pp1+++=our
classic ^jj+atrb+++=classic
bathroom ^nn++++=bathroom
gabfests ^nns+++??+=gabfests.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
the ^ati++++=the
problem ^nn++++=problem?
? ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
change ^vb++++=change
the ^ati++++=the
subject ^nn++++=subject.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
astronaut ^nn++++=astronaut
story ^nn++++=story?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
texted ^vbd+++xvbnx+=texted
architect ^nn++++=architect.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
amusing ^jj++++=amusing.
. ^zz++++=EXTRAWORD
Auto ^np+++??+=Auto-correct
- ^zz++++=EXTRAWORD
correct ^jj++++=EXTRAWORD
must ^md+nec+++=must
ve ^vb+++??+=ve
changed ^vbd+++xvbn+=changed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Architect ^nn++++=Architect.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
would ^md+prd+++=would
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
met ^vprf+++xvbnx+=met
an ^at++++=an
astronaut ^nn++++=astronaut?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
indeed ^qlp++++=indeed
admirable ^jj++++=admirable.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
microbiology ^nn+++??+=microbiology.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
make ^vb++++=make
it ^pp3+it+++=it
simple ^jj++++=simple
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
study ^nn++++=study
the ^ati++++=the
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
the ^ati++++=the
organ ^nn++++=organ
