Mm ^nnu++++=Mm,
actually ^rb+amp+++=actually
will ^md+prd+++=will
be ^vb+be+vrb++=be
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
ll ^nn+++??+=ll
look ^vb++++=look
back ^jjb++++=back
on ^in++++=on
this ^dt+dem+++=this
night ^nn++++=night
and ^cc++++=and
remember ^nn+nom+++=remember
what ^wdt+who+++=what
a ^at++++=a
good ^jj+atrb+++=good
time ^nn++++=time
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Food ^nn++++=Food
fight ^nn++++=fight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
keep ^vb++++=keep
thinking ^nvbg+++xvbg+=thinking.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
s ^zz++++=s
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
young ^jj++++=young
and ^cc++++=and
fun ^nn++++=fun?
? ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
could ^md+pos+++=could
go ^vb++++=go
dancing ^nvbg+++xvbg+=dancing.
. ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
you ^pp2+pp2+++=you
actually ^rb+amp+++=actually
gonna ^md+prd+++0=gonna
dance ^vb++++=dance?
? ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
need ^nn++++=need
any ^dti++++=any
fish ^nn++++=fish
nibbling ^nn+nom+++=nibbling
my ^pp$+pp1+++=my
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
sounds ^nns++++=sounds
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
s ^zz++++=s
it ^pp3+it+++=it
start ^nn++++=start?
? ^zz++++=EXTRAWORD
Midnight ^nn++++=Midnight.
. ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what?
? ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
s ^zz++++=s
do ^vb+do+vrb++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
God ^nn++++=God.
. ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
Valentine ^np++++=Valentine
s ^zz++++=s
Day ^nn++++=Day!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
young ^jj+pred+++=young
and ^cc++++=and
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
Confetti ^nn++++=Confetti
fight ^nn++++=fight.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
you ^pp2+pp2+++=you
should ^md+nec+++=should
take ^vb++++=take
a ^at++++=a
break ^nn++++=break.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Raj ^np+++??+=Raj,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
guys ^nns++++=guys
in ^in++++=in
your ^pp$+pp2+++=your
department ^nn+nom+++=department
may ^md+pos+++=may
have ^vb+hv+aux++=have
discovered ^vprf+++xvbnx+=discovered
a ^at++++=a
new ^jj+atrb+++=new
planet ^nn++++=planet
in ^in++++=in
our ^pp$+pp1+++=our
solar ^jj+atrb+++=solar
system ^nn++++=system?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Ready ^jj++++=Ready
to ^to+jcmp+++=to
play ^vbi++++=play
when ^wrb+who+++=when
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
going ^vwbg+++xvbg+=going
on ^in+strn+++=on?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
Congratulations ^nns+nom+++=Congratulations.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
no ^at++++=no?
? ^zz++++=EXTRAWORD
Relax ^vb++++=Relax,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
s ^zz++++=s
room ^nn++++=room
for ^in++++=for
two ^cd++++=two
babies ^nns++++=babies
in ^in++++=in
this ^dt+dem+++=this
group ^nn++++=group.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
the ^ati++++=the
other ^ap++++=other
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
an ^at++++=an
adult ^nn++++=adult
refuse ^vb++++=refuse
to ^to+vcmp+++=to
eat ^vbi++++=eat
his ^pp$+pp3+++=his
graham ^np++++=graham
crackers ^nns+nom+++=crackers
because ^cs+cos+++=because
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken?
? ^zz++++=EXTRAWORD
Buddy ^np+++??+=Buddy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
might ^md+pos+++=might
be ^vb+be+aux++=be
overreacting ^vbg+++xvbgx+=overreacting.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
ll ^nn+++??+=ll
be ^vb+be+vrb++=be
fine ^jj+pred+++=fine.
. ^zz++++=EXTRAWORD
People ^nns++++=People
have ^vb+hv+vrb++=have
kids ^nns++++=kids
every ^at++++=every
day ^nn++++=day.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ll ^jj+atrb++??+=ll
figure ^nn++++=figure
this ^dt+pdem+++=this
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
we ^pp1a+pp1+++=we
should ^md+nec+++=should
do ^vb+do+aux++=do?
? ^zz++++=EXTRAWORD
Go ^vb++++=Go
out ^rp+pl+++=out
and ^cc++++=and
celebrate ^nn+nom+++=celebrate.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
your ^pp$+pp2+++=your
worst ^jjt+atrb+++=worst
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
his ^pp$+pp3+++=his
tight ^jj++++=tight
little ^ap++++=little
pants ^nns++++=pants
that ^tht+rel+subj++=that
somehow ^rb++++=somehow
did ^vbd+dod+aux++=did
not ^xnot++not++=not
make ^vb++++=make
him ^pp3o+pp3+++=him
sterile ^jj++++=sterile.
. ^zz++++=EXTRAWORD
Cheers ^nns++++=Cheers.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
s ^zz++++=s
no ^at++++=no
reason ^nn++++=reason
you ^pp2+pp2+++=you
can ^md+pos+++=can
t ^zz++++=t.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
just ^rb+emph+++=just
research ^nn++++=research.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
re ^in++++=re
never ^rb++++=never
gonna ^md+prd+++0=gonna
make ^vb++++=make
any ^dti++++=any
money ^nn++++=money
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
these ^dt+pdem+++=these
are ^vb+ber+vrb++=are
strong ^jj+pred+++=strong,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
slow ^jj++++=slow
down ^rp++++=down.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
is ^vbz+bez+aux++=is
that ^tht+vcmp+++=that
a ^at++++=a
new ^jj+atrb+++=new
invention ^nn+nom+++=invention?
? ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
reason ^nn++++=reason
we ^pp1a+pp1+++=we
don ^npt++++=don
t ^zz++++=t
do ^vb+do+vrb++=do
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
fun ^nn++++=fun
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You.
. ^zz++++=EXTRAWORD
Doesn ^np+++??+=Doesn
t ^zz++++=t
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
s ^zz++++=s
headed ^vwbn+++xvbn+=headed
for ^in+ppvb+++=for
the ^ati++++=the
kitchen ^nn++++=kitchen
anyway ^rb++++=anyway.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
Wow ^nn++++=Wow.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
never ^rb++++=never
thought ^nn+++xvbn+=thought
about ^in++++=about
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
have ^vb+hv+aux++=have
actually ^rb+amp+splt++=actually
just ^rb+emph+++=just
come ^vb++++=come
up ^rb+phrv+++=up
with ^in+ppvb+++=with
something ^pn++++=something.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
seeing ^vbg+vprv+tht0+xvbg+=seeing
anyone ^pn++++=anyone
using ^vbg+++xvbg+=using
liquid ^jj+atrb+++=liquid
helium ^nn++++=helium
vortices ^nns++++=vortices
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
focus ^nn++++=focus
on ^in++++=on
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
re ^in++++=re
talking ^nn++++=talking
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
enjoy ^vb++++=enjoy
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
telling ^vwbg+++xvbg+=telling
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it
You ^pp2+pp2+++=You
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it
You ^pp2+pp2+++=You
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
it ^pp3+it+++=it
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
push ^vb++++=push
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Push ^vb++++=Push
it ^pp3+it+++=it
real ^rb+emph+++=real
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Probably ^rb++++=Probably
cause ^vb++++=cause
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
your ^pp$+pp2+++=your
man ^nn++++=man
up ^rp++++=up
there ^rn+pl+++=there
rockin ^nn+++??+=rockin
the ^ati++++=the
mic ^nn++++=mic.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
an ^at++++=an
asthma ^nn++++=asthma
attack ^nn++++=attack.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
sold ^vbd+++xvbn+=sold
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Me ^pp1o+pp1+++=Me,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
ever ^rb++++=ever
think ^vb+vprv+++=think
about ^in++++=about
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we
d ^zz++++=d
make ^vb++++=make
amazing ^jj+atrb+++=amazing
parents ^nns++++=parents.
. ^zz++++=EXTRAWORD
Way ^nn++++=Way
to ^to++++=to
narrow ^vbi++++=narrow
it ^pp3+it+++=it
down ^rp++++=down
to ^in++++=to
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
s ^zz++++=s
that ^tht+rel+++=that
information ^nn+nom+++=information
been ^vprf+ben+vrb+xvbn+=been
this ^dt+dem+++=this
whole ^jj+atrb+++=whole
time ^nn++++=time?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
check ^vb+vprv+tht0++=check
his ^pp$+pp3+++=his
room ^nn++++=room.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Right ^jj++++=Right.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
live ^vb++++=live
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
no ^at++++=no
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
don ^npt++++=don
t ^zz++++=t
get ^vb++++=get
anything ^pn++++=anything
Jurassic ^jj++++=Jurassic.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
feels ^vbz+vprv+++=feels
like ^in++++=like
that ^dt+dem+++=that
whole ^jj+atrb+++=whole
chunk ^nn+++??+=chunk
of ^in++++=of
time ^nn++++=time
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
Hollywood ^np++++=Hollywood.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
a ^at++++=a
sad ^jj+atrb+++=sad
story ^nn++++=story
about ^in++++=about
how ^wrb+who+++=how
his ^pp$+pp3+++=his
sister ^npt++++=sister
tricked ^vwbn+++xvbn+=tricked
him ^pp3o+pp3+++=him
into ^in++++=into
thinking ^xvbg+++xvbg+=thinking
Batman ^nn++++=Batman
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
to ^in++++=to
his ^pp$+pp3+++=his
party ^nn++++=party.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
we ^pp1a+pp1+++=we
could ^md+pos+++=could
get ^vb++++=get
Batman ^nn++++=Batman
to ^to++++=to
actually ^rb+amp+splt++=actually
show ^vbi+vprv+++=show
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
a ^at++++=a
real ^jj+atrb+++=real
Batman ^nn++++=Batman.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Stuart ^np++++=Stuart?
? ^zz++++=EXTRAWORD
Didn ^np+++??+=Didn
t ^zz++++=t
you ^pp2+pp2+++=you
try ^vb++++=try
to ^to+vcmp+++=to
get ^vbi++++=get
Adam ^np++++=Adam
West ^np+pl+++=West
to ^to++++=to
do ^vbi++++=do
a ^at++++=a
signing ^jj+++xvbg+=signing
here ^rn+pl+++=here
once ^cs+tm+++=once?
? ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
I ^pp1a+pp1+++=I
get ^vb++++=get
his ^pp$+pp3+++=his
contact ^nn++++=contact
info ^nn+++??+=info?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is?
? ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
nice ^jj+atrb+++=nice
guy ^np++++=guy.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
weird ^jj++++=weird
to ^to++++=to
hear ^vbi+vprv+tht0++=hear
Batman ^nn++++=Batman
say ^vb+vpub+++=say
don ^npt++++=don
t ^zz++++=t
ring ^nn++++=ring
the ^ati++++=the
doorbell ^nn++++=doorbell
or ^cc++++=or
my ^pp$+pp1+++=my
poodles ^nns++++=poodles
will ^md+prd+++=will
go ^vb++++=go
crazy ^jj++++=crazy.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
to ^in++++=to
anyone ^pn++++=anyone.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
crazy ^jj++++=crazy?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
Michael ^np++++=Michael
Keaton ^np+++??+=Keaton
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
Christian ^jj+atrb+++=Christian
Bale ^np+++??+=Bale?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sold ^vbd+++xvbn+=sold,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
ahead ^rb+pl+++=ahead
of ^in++++=of
Bale ^np+++??+=Bale.
. ^zz++++=EXTRAWORD
Sure ^jj++++=Sure.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
Mother ^nn++++=Mother,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
surprised ^vbd+++xvbn+=surprised
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came
all ^rb++++=all
this ^dt+dem+++=this
way ^nn++++=way
for ^in++++=for
Sheldon ^np++++=Sheldon
s ^zz++++=s
birthday ^nn++++=birthday.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
had ^vb+hv+vrb++=had
a ^at++++=a
party ^nn++++=party
for ^in++++=for
your ^pp$+pp2+++=your
60 ^cd++++=60
th ^zz++++=th?
? ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday!
! ^zz++++=EXTRAWORD
Speech ^nn++++=Speech!
! ^zz++++=EXTRAWORD
Speech ^nn++++=Speech!
! ^zz++++=EXTRAWORD
Batman ^nn++++=Batman
finally ^rb++++=finally
came ^vbd+++xvbn+=came
to ^in++++=to
your ^pp$+pp2+++=your
party ^nn++++=party.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
better ^jjr++++=better
go ^vb++++=go
in ^in++++=in
there ^rn+pl+++=there
and ^cc++++=and
talk ^nn++++=talk
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
No ^at++++=No
offence ^nn+nom+++=offence,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
ve ^vb+++??+=ve
known ^vbd+vprv++xvbn+=known
the ^ati++++=the
guy ^np++++=guy
a ^at++++=a
really ^rb+emph+++=really
long ^jj+atrb+++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Again ^rb+cnj+++=Again,
, ^zz++++=EXTRAWORD
no ^at++++=no
offence ^nn+nom+++=offence,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
so ^ql++++=so
have ^vb+hv+vrb++=have
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
Again ^rb+cnj+++=Again,
, ^zz++++=EXTRAWORD
no ^at++++=no
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Leslie ^np++++=Leslie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
remember ^nn+nom+++=remember
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
we ^pp1a+pp1+++=we
talked ^vbd+++xvbn+=talked.
. ^zz++++=EXTRAWORD
So ^ql++++=So
much ^ap++++=much
has ^vbz+hvz+aux++=has
changed ^vprf+++xvbnx+=changed.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny
and ^cc++++=and
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
married ^vbd+++xvbn+=married.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
be ^vb+be+vrb++=be
a ^at++++=a
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
Seriously ^rb+cnj+++=Seriously,
, ^zz++++=EXTRAWORD
Barry ^np++++=Barry,
, ^zz++++=EXTRAWORD
stop ^vb++++=stop.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
ve ^nn+++??+=ve
been ^vprf+ben+vrb+xvbn+=been
together ^nn+nom+++=together
so ^ql++++=so
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
hard ^jj++++=hard
to ^to+jcmp+++=to
remember ^nn+nom+++=remember
a ^at++++=a
time ^nn++++=time
you ^pp2+pp2+++=you
weren ^vbd+++xvbn+=weren
t ^zz++++=t
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
try ^vb++++=try.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
make ^vb++++=make
me ^pp1o+pp1+++=me
laugh ^vb++++=laugh.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
make ^vb++++=make
me ^pp1o+pp1+++=me
a ^at++++=a
better ^jjr+atrb+++=better
scientist ^nn+nom+++=scientist.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
make ^vb++++=make
me ^pp1o+pp1+++=me
crazy ^jj++++=crazy.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
more ^ql++++=more
than ^cs+sub+++=than
just ^rb+emph+++=just
my ^pp$+pp1+++=my
roommate ^nn+nom+++=roommate,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
my ^pp$+pp1+++=my
brother ^nn++++=brother.
. ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday,
, ^zz++++=EXTRAWORD
buddy ^np++++=buddy.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
Professor ^npt++++=Professor
Hawking ^np+++??+=Hawking,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
just ^rb+emph+++=just
give ^vb++++=give
us ^pp1o+pp1+++=us
one ^cd1++++=one
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
ll ^nn+++??+=ll
light ^jj++++=light
the ^ati++++=the
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
can ^md+pos+++=can
all ^rb++splt++=all
sing ^vb++++=sing
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Ready ^jj++++=Ready
when ^wrb+who+++=when
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
Professor ^npt++++=Professor
Hawking ^np+++??+=Hawking.
. ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday,
, ^zz++++=EXTRAWORD
dear ^jj+atrb+++=dear
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
s ^zz++++=s
a ^at++++=a
patent ^nn++++=patent
attorney ^nn++++=attorney.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
his ^pp$+pp3+++=his
tie ^nn++++=tie
is ^vbz+bez+vrb++=is
pending ^jj+pred+++=pending.
. ^zz++++=EXTRAWORD
So ^ql++++=So
what ^wdt+who+++=what
happens ^vbz+vsua+++=happens
next ^rb++++=next?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
